x,y
-10.118757109132293,9.078317097483067
-5.128942727142494,9.836188632573545
-9.084070820721955,7.050799345751033
5.614998569645852,1.8261123024385935
5.210769346921269,3.108735324121331
-3.2924509153889874,8.692224611992646
-2.035959998479205,8.94145721554145
-8.320668736166887,6.597779102345237
-2.422150554814579,8.715278777732454
6.091022444023143,2.932440510025939
-8.667462318508068,7.139539579146024
3.7129483646500185,1.913644327878932
-6.956303260160976,8.66894296165368
3.9245751269681333,2.652767432875408
-7.3672334152237635,-7.312667781095567
-6.831105563206443,-7.711059709686984
-6.378710003526889,-7.857664838074498
-2.6248459054409907,8.713182432609033
4.050514079283889,2.8227717809617565
-6.589852334254857,-4.804708794630508
4.167946970438668,3.062120280908098
-8.512194734393892,6.0724093391134
-3.053580347577933,9.125208717908187
1.3986114961590288,0.9487820426064422
-2.7015585878338726,9.315833470531935
-9.628802212081322,7.794991272634699
-6.466192287927569,-5.003313780717881
-2.4121200737047097,9.98293111873121
-7.635977936435573,-8.302363302873621
-8.912761185736057,7.944195013049381
-8.582298022322135,8.306213899444217
5.917543732016526,1.3815982951049022
-7.809172119310366,7.796120397911746
-10.245839451353831,6.545706227907828
-2.9883718608980403,8.828627151534505
-6.1680123130623805,-8.004751685113815
6.405333076509198,2.3781513949016877
4.5253389909754835,3.2109859959141938
-4.116680857613978,9.198919986730626
-5.192485556078705,-5.998469836326496
-1.3663748085377296,9.766219160885095
-10.394956930159914,7.929532866844343
-8.642482501538328,6.345150137883671
-6.400647365404878,-6.546447487988998
4.189813364748858,2.5960196162882307
4.7375549347769335,1.2001599000852656
-1.5458214938084285,9.42706705513482
-7.844550651731375,-6.194058133277507
-2.8519121395795195,8.212008858976702
2.5159831119182945,1.447414662259971
-3.038957826819789,9.527553561311677
-8.873316247132973,9.094323551134213
-8.184096691656123,-6.210437044445908
5.465295185216132,2.7866793199413706
5.2639986532802565,2.601515193205012
-8.728932962031118,8.049289539397396
5.154926522534149,5.825901174595453
-2.773854456290706,11.73445529478794
-9.199293922455091,8.48285271886295
5.052810290503726,1.4094451311367573
-5.821202704301682,-8.63884907969906
3.9214346149756656,1.7597225322288848
-7.902649363488549,8.595078010492863
-6.942306288424442,-5.924967272774708
-1.6956804056830803,7.7834218117643665
-1.6966718006585522,10.370526156769145
-8.062885703817045,-8.919341771036047
-8.549032472272643,-6.336749400896012
-4.818879266269283,-5.124768750832742
-8.127367788432519,7.767786226984743
-3.3987120526782735,8.198475843232883
-6.30255506397073,-7.083154979318939
-8.015157172674096,7.396840882687107
3.8670536216905296,1.7363510772007231
-8.908493468094658,5.662561981982712
-0.6434231119079936,9.488119049110109
-9.565464932460879,7.076004279947198
-8.583009630506425,-6.935657292172565
-0.62301172184222,9.18886394103016
-2.2325068237227312,9.841469377234345
-7.154678888302914,-9.182030758011532
-1.593795505350676,9.343037237858006
-8.357318524899297,7.547406939777835
-9.46314633433169,7.349613965709537
-7.1285913396303435,-5.9085386423215915
5.497538459430121,1.813231153977305
-9.069262286844689,8.019729280312122
-7.4101283387617976,-7.455927833920627
-2.3360166972015683,9.399603507927159
-7.338988090691514,-7.729953962740739
5.186976217398139,1.7709770315068378
-2.45098890460675,7.871315830367698
-9.612116955739584,6.078868212187286
-4.914902058234881,-6.844846041304218
4.164933525067145,1.31984045136702
-9.362848022915784,7.812897476726621
-6.989371661690665,8.45008794504646
-7.149034025595828,-6.1625673374799845
-6.9919552408421,-7.10107919280917
-2.496195731174843,10.467820205355638
-5.700330007087444,-6.812591111865838
3.9780923714597134,2.825603018736956
-3.9245683651031644,8.593640805432962
-8.917751726329124,-7.888195904193351
-8.358213436931111,-5.7363555500690175
-6.265460491107845,-6.122601883228642
5.387172441351363,2.583539949374197
-7.947247620533864,-7.02248907829724
4.4317565858708265,1.4801687492818991
-3.4838792932800717,9.801370731940773
-2.2951038789225464,7.768547349486333
-7.91430073742911,7.138620779055714
